"Si","Class"
-0.549886623311654,"1"
-0.549886623311654,"1"
-0.549886623311654,"1"
-0.549886623311654,"1"
-0.549886623311654,"1"
-0.549886623311654,"1"
-0.549782971801651,"1"
-0.54954111827831,"1"
-0.54954111827831,"1"
-0.54954111827831,"1"
-0.54954111827831,"1"
-0.549506567774976,"1"
-0.549506567774976,"1"
-0.549506567774976,"1"
-0.549437466768307,"1"
-0.549437466768307,"1"
-0.549402916264973,"1"
-0.549195613244966,"1"
-0.549195613244966,"1"
-0.549195613244966,"1"
-0.549195613244966,"1"
-0.549195613244966,"1"
-0.549195613244966,"1"
-0.549195613244966,"1"
-0.549195613244966,"1"
-0.549195613244966,"1"
-0.549195613244966,"1"
-0.549195613244966,"1"
-0.549195613244966,"1"
-0.549195613244966,"1"
-0.549195613244966,"1"
-0.549195613244966,"1"
-0.549195613244966,"1"
-0.549195613244966,"1"
-0.549195613244966,"1"
-0.549195613244966,"1"
-0.549195613244966,"1"
-0.549195613244966,"1"
-0.549195613244966,"1"
-0.549195613244966,"1"
-0.549195613244966,"1"
-0.549195613244966,"1"
-0.549195613244966,"1"
-0.549195613244966,"1"
-0.549195613244966,"1"
-0.548884658714956,"1"
-0.548884658714956,"1"
-0.548850108211622,"1"
-0.548781007204953,"1"
-0.548781007204953,"1"
-0.548746456701619,"1"
-0.548504603178278,"1"
-0.548504603178278,"1"
-0.548435502171609,"1"
-0.548159098144934,"1"
-0.548159098144934,"1"
-0.548159098144934,"1"
-0.548089997138265,"1"
-0.548020896131596,"1"
-0.548020896131596,"1"
-0.548020896131596,"1"
-0.548020896131596,"1"
-0.547986345628262,"1"
-0.547986345628262,"1"
-0.547813593111589,"1"
-0.547813593111589,"1"
-0.547813593111589,"1"
-0.547813593111589,"1"
-0.547813593111589,"1"
-0.547779042608255,"1"
-0.547640840594917,"1"
-0.547640840594917,"1"
-0.547640840594917,"1"
-0.547640840594917,"1"
-0.547468088078245,"1"
-0.547468088078245,"1"
-0.547468088078245,"1"
-0.547468088078245,"1"
-0.547468088078245,"1"
-0.547468088078245,"1"
-0.547468088078245,"1"
-0.547468088078245,"1"
-0.547468088078245,"1"
-0.547468088078245,"1"
-0.547468088078245,"1"
-0.547468088078245,"1"
-0.547468088078245,"1"
-0.547468088078245,"1"
-0.547468088078245,"1"
-0.547468088078245,"1"
-0.547468088078245,"1"
-0.547468088078245,"1"
-0.547468088078245,"1"
-0.547468088078245,"1"
-0.547468088078245,"1"
-0.547468088078245,"1"
-0.547468088078245,"1"
-0.547468088078245,"1"
-0.547468088078245,"1"
-0.547364436568242,"1"
-0.547329886064908,"1"
-0.547329886064908,"1"
-0.547122583044901,"1"
-0.547122583044901,"1"
-0.547122583044901,"1"
-0.547122583044901,"1"
-0.546777078011557,"1"
-0.546777078011557,"1"
-0.546777078011557,"1"
-0.546777078011557,"1"
-0.546777078011557,"1"
-0.546742527508223,"1"
-0.546742527508223,"1"
-0.546742527508223,"1"
-0.546742527508223,"1"
-0.546742527508223,"1"
-0.546742527508223,"1"
-0.546742527508223,"1"
-0.546742527508223,"1"
-0.546742527508223,"1"
-0.546742527508223,"1"
-0.546707977004888,"1"
-0.546707977004888,"1"
-0.546707977004888,"1"
-0.546673426501554,"1"
-0.546673426501554,"1"
-0.546673426501554,"1"
-0.546673426501554,"1"
-0.54656977499155,"1"
-0.546535224488216,"1"
-0.546535224488216,"1"
-0.546535224488216,"1"
-0.546535224488216,"1"
-0.546535224488216,"1"
-0.546535224488216,"1"
-0.546431572978213,"1"
-0.546431572978213,"1"
-0.546431572978213,"1"
-0.546431572978213,"1"
-0.546431572978213,"1"
-0.546431572978213,"1"
-0.546431572978213,"1"
-0.546431572978213,"1"
-0.546431572978213,"1"
-0.546431572978213,"1"
-0.546431572978213,"1"
-0.546431572978213,"1"
-0.546431572978213,"1"
-0.546397022474878,"1"
-0.546397022474878,"1"
-0.546397022474878,"1"
-0.546397022474878,"1"
-0.54632792146821,"1"
-0.546086067944869,"1"
-0.546086067944869,"1"
-0.546086067944869,"1"
-0.546086067944869,"1"
-0.546086067944869,"1"
-0.546086067944869,"1"
-0.546086067944869,"1"
-0.546086067944869,"1"
-0.546051517441534,"1"
-0.545947865931531,"1"
-0.545913315428197,"1"
-0.545913315428197,"1"
-0.545740562911525,"1"
-0.545740562911525,"1"
-0.545740562911525,"1"
-0.545740562911525,"1"
-0.545740562911525,"1"
-0.545740562911525,"1"
-0.545740562911525,"1"
-0.545740562911525,"1"
-0.545740562911525,"1"
-0.545740562911525,"1"
-0.545740562911525,"1"
-0.545740562911525,"1"
-0.54539505787818,"1"
-0.54539505787818,"1"
-0.545325956871512,"1"
-0.545256855864843,"1"
-0.545256855864843,"1"
-0.545256855864843,"1"
-0.545153204354839,"1"
-0.545153204354839,"1"
-0.545153204354839,"1"
-0.545049552844836,"1"
-0.544704047811492,"1"
-0.544704047811492,"1"
-0.544704047811492,"1"
-0.544704047811492,"1"
-0.544704047811492,"1"
-0.544704047811492,"1"
-0.544704047811492,"1"
-0.544704047811492,"1"
-0.54453129529482,"1"
-0.544358542778148,"1"
-0.544358542778148,"1"
-0.544358542778148,"1"
-0.544358542778148,"1"
-0.544358542778148,"1"
-0.544358542778148,"1"
-0.544358542778148,"1"
-0.544358542778148,"1"
-0.544358542778148,"1"
-0.544358542778148,"1"
-0.544358542778148,"1"
-0.544358542778148,"1"
-0.544358542778148,"1"
-0.544358542778148,"1"
-0.544358542778148,"1"
-0.544358542778148,"1"
-0.544358542778148,"1"
-0.544013037744804,"1"
-0.544013037744804,"1"
-0.544013037744804,"1"
-0.543943936738135,"1"
-0.543943936738135,"1"
-0.543943936738135,"1"
-0.543943936738135,"1"
-0.543943936738135,"1"
-0.543943936738135,"1"
-0.543874835731466,"1"
-0.543840285228132,"1"
-0.543840285228132,"1"
-0.543840285228132,"1"
-0.543840285228132,"1"
-0.543840285228132,"1"
-0.543840285228132,"1"
-0.543840285228132,"1"
-0.54366753271146,"1"
-0.54366753271146,"1"
-0.54366753271146,"1"
-0.543391128684784,"1"
-0.543391128684784,"1"
-0.543391128684784,"1"
-0.543391128684784,"1"
-0.543391128684784,"1"
-0.543391128684784,"1"
-0.543391128684784,"1"
-0.543391128684784,"1"
-0.543391128684784,"1"
-0.543391128684784,"1"
-0.543391128684784,"1"
-0.543391128684784,"1"
-0.543391128684784,"1"
-0.543391128684784,"1"
-0.543391128684784,"1"
-0.543322027678115,"1"
-0.543322027678115,"1"
-0.543322027678115,"1"
-0.543322027678115,"1"
-0.543322027678115,"1"
-0.543322027678115,"1"
-0.543322027678115,"1"
-0.543218376168112,"1"
-0.543149275161443,"1"
-0.543149275161443,"1"
-0.543149275161443,"1"
-0.543149275161443,"1"
-0.542976522644771,"1"
-0.542976522644771,"1"
-0.542976522644771,"1"
-0.542976522644771,"1"
-0.542976522644771,"1"
-0.542976522644771,"1"
-0.542976522644771,"1"
-0.542631017611427,"1"
-0.542631017611427,"1"
-0.542631017611427,"1"
-0.542631017611427,"1"
-0.54260337720876,"1"
-0.54260337720876,"1"
-0.54260337720876,"1"
-0.54260337720876,"1"
-0.54260337720876,"1"
-0.54260337720876,"1"
-0.54260337720876,"1"
-0.54260337720876,"1"
-0.542285512578083,"1"
-0.542285512578083,"1"
-0.542285512578083,"1"
-0.542285512578083,"1"
-0.542285512578083,"1"
